160000000,62000000
153000000,63000000
146000000,64000000
139000000,64000000
132000000,65000000
125000000,66000000
118000000,66000000
111000000,67000000
161000000,67000000
154000000,68000000
147000000,69000000
139000000,69000000
132000000,70000000
125000000,71000000
118000000,71000000
111000000,72000000
162000000,73000000
154000000,73000000
147000000,74000000
140000000,74000000
132000000,75000000
125000000,76000000
118000000,76000000
111000000,77000000
162000000,78000000
155000000,78000000
147000000,79000000
140000000,80000000
133000000,80000000
125000000,81000000
118000000,82000000
110000000,82000000
163000000,83000000
155000000,84000000
148000000,84000000
140000000,85000000
133000000,86000000
125000000,86000000
118000000,87000000
110000000,88000000
164000000,89000000
156000000,89000000
148000000,90000000
141000000,91000000
133000000,91000000
125000000,92000000
118000000,93000000
110000000,93000000
164000000,94000000
157000000,95000000
149000000,96000000
141000000,96000000
133000000,97000000
125000000,98000000
118000000,98000000
110000000,99000000
165000000,100000000
157000000,101000000
149000000,102000000
141000000,102000000
133000000,103000000
125000000,104000000
118000000,104000000
110000000,105000000
166000000,107000000
158000000,107000000
150000000,108000000
142000000,108000000
134000000,109000000
126000000,110000000
118000000,110000000
110000000,111000000
167000000,113000000
158000000,114000000
150000000,114000000
142000000,115000000
134000000,115000000
126000000,116000000
118000000,117000000
109000000,117000000
167000000,120000000
159000000,120000000
151000000,121000000
142000000,121000000
134000000,122000000
126000000,123000000
117000000,123000000
109000000,124000000
